ID_Venta;Fecha;Hora;Tienda;ID_Producto;Categoria_Producto;Producto;Cantidad;Precio_Unitario;Total;Costo_Total;Margen;Margen_%;Metodo_Pago;Estado
1216;22-03-2024;17:00;Sucursal C;209;Bebidas;Te Premium;45;4000;180000;90000;90000;50;Efectivo;Completada
1217;29-03-2024;16:06;Sucursal A;205;Panaderia;Croissant Chocolate;12;1800;21600;8400;13200;61,11;Tarjeta;Completada
1218;02-04-2024;7:34;Sucursal A;209;Bebidas;Te Premium;49;4000;196000;98000;98000;50;Efectivo;Completada
1219;08-04-2024;20:08;Sucursal B;208;Lacteos;Mantequilla;2;3500;7000;3600;3400;48,57;Efectivo;Completada
1220;17-02-2024;16:24;Sucursal D;202;Panaderia;Pan Integral;29;2500;72500;34800;37700;52;Efectivo;Completada
1221;06-02-2024;13:05;Sucursal C;204;Lacteos;Yogurt Natural;48;3000;144000;72000;72000;50;Tarjeta;Completada
1222;19-06-2024;21:52;Sucursal C;205;Panaderia;Croissant Chocolate;16;1800;28800;11200;17600;61,11;Transferencia;Completada
1223;20-02-2024;12:18;Sucursal E;204;Lacteos;Yogurt Natural;13;3000;39000;19500;19500;50;Efectivo;Completada
1224;26-04-2024;21:27;Sucursal C;204;Lacteos;Yogurt Natural;29;3000;87000;43500;43500;50;Tarjeta;Completada
1225;12-06-2024;19:03;Sucursal B;202;Panaderia;Pan Integral;49;2500;122500;58800;63700;52;Tarjeta;Completada
1226;07-01-2024;13:55;Sucursal E;210;Panaderia;Donas Variadas;31;1200;37200;15500;21700;58,33;Tarjeta;Completada
1227;05-02-2024;12:00;Sucursal D;204;Lacteos;Yogurt Natural;7;3000;21000;10500;10500;50;Efectivo;Completada
1228;16-02-2024;18:08;Sucursal E;207;Bebidas;Cafe Molido;22;5500;121000;66000;55000;45,45;Tarjeta;Completada
1229;01-05-2024;14:23;Sucursal E;209;Bebidas;Te Premium;42;4000;168000;84000;84000;50;Efectivo;Completada
1230;06-02-2024;9:35;Sucursal B;204;Lacteos;Yogurt Natural;24;3000;72000;36000;36000;50;Tarjeta;Completada
1231;25-05-2024;7:54;Sucursal D;203;Bebidas;Jugo Naranja;10;2000;20000;9000;11000;55;Tarjeta;Completada
1232;17-04-2024;7:21;Sucursal A;202;Panaderia;Pan Integral;21;2500;52500;25200;27300;52;Efectivo;Completada
1233;08-06-2024;19:56;Sucursal A;210;Panaderia;Donas Variadas;14;1200;16800;7000;9800;58,33;Tarjeta;Cancelada
1234;04-02-2024;9:41;Sucursal E;207;Bebidas;Cafe Molido;18;5500;99000;54000;45000;45,45;Tarjeta;Completada
1235;24-01-2024;12:41;Sucursal D;203;Bebidas;Jugo Naranja;26;2000;52000;23400;28600;55;Transferencia;Completada
1236;05-02-2024;10:02;Sucursal E;208;Lacteos;Mantequilla;33;3500;115500;59400;56100;48,57;Tarjeta;Completada
1237;10-03-2024;7:59;Sucursal D;209;Bebidas;Te Premium;13;4000;52000;26000;26000;50;Efectivo;Completada
1238;27-01-2024;12:43;Sucursal B;205;Panaderia;Croissant Chocolate;3;1800;5400;2100;3300;61,11;Efectivo;Completada
1239;10-03-2024;12:16;Sucursal D;202;Panaderia;Pan Integral;2;2500;5000;2400;2600;52;Transferencia;Completada
1240;25-04-2024;11:12;Sucursal D;208;Lacteos;Mantequilla;36;3500;126000;64800;61200;48,57;Tarjeta;Completada
1241;24-02-2024;18:16;Sucursal A;210;Panaderia;Donas Variadas;16;1200;19200;8000;11200;58,33;Efectivo;Cancelada
1242;03-01-2024;12:04;Sucursal D;207;Bebidas;Cafe Molido;40;5500;220000;120000;100000;45,45;Tarjeta;Completada
1243;05-03-2024;12:21;Sucursal E;209;Bebidas;Te Premium;20;4000;80000;40000;40000;50;Efectivo;Completada
1244;09-06-2024;10:33;Sucursal D;205;Panaderia;Croissant Chocolate;38;1800;68400;26600;41800;61,11;Efectivo;Completada
1245;30-05-2024;15:20;Sucursal E;202;Panaderia;Pan Integral;2;2500;5000;2400;2600;52;Efectivo;Completada
1246;15-03-2024;16:03;Sucursal D;203;Bebidas;Jugo Naranja;23;2000;46000;20700;25300;55;Transferencia;Completada
1247;29-05-2024;10:41;Sucursal D;206;Lacteos;Queso Fresco;37;4500;166500;92500;74000;44,44;Tarjeta;Completada
1248;14-06-2024;20:23;Sucursal E;202;Panaderia;Pan Integral;35;2500;87500;42000;45500;52;Tarjeta;Completada
1249;07-03-2024;15:14;Sucursal D;207;Bebidas;Cafe Molido;14;5500;77000;42000;35000;45,45;Tarjeta;Completada
1250;09-05-2024;10:17;Sucursal B;203;Bebidas;Jugo Naranja;14;2000;28000;12600;15400;55;Tarjeta;Completada
1251;25-01-2024;21:13;Sucursal A;206;Lacteos;Queso Fresco;36;4500;162000;90000;72000;44,44;Efectivo;Completada
1252;04-05-2024;15:05;Sucursal C;204;Lacteos;Yogurt Natural;35;3000;105000;52500;52500;50;Efectivo;Completada
1253;15-05-2024;15:14;Sucursal B;205;Panaderia;Croissant Chocolate;4;1800;7200;2800;4400;61,11;Transferencia;Completada
1254;01-02-2024;18:05;Sucursal B;204;Lacteos;Yogurt Natural;29;3000;87000;43500;43500;50;Efectivo;Completada
1255;09-05-2024;9:04;Sucursal C;207;Bebidas;Cafe Molido;31;5500;170500;93000;77500;45,45;Tarjeta;Completada
1256;09-05-2024;14:14;Sucursal E;202;Panaderia;Pan Integral;31;2500;77500;37200;40300;52;Transferencia;Completada
1257;08-04-2024;20:45;Sucursal A;205;Panaderia;Croissant Chocolate;28;1800;50400;19600;30800;61,11;Efectivo;Completada
1258;06-04-2024;14:16;Sucursal D;204;Lacteos;Yogurt Natural;39;3000;117000;58500;58500;50;Efectivo;Completada
1259;21-02-2024;13:49;Sucursal D;204;Lacteos;Yogurt Natural;38;3000;114000;57000;57000;50;Efectivo;Completada
1260;02-03-2024;12:13;Sucursal C;203;Bebidas;Jugo Naranja;28;2000;56000;25200;30800;55;Efectivo;Completada
1261;12-05-2024;11:53;Sucursal B;207;Bebidas;Cafe Molido;27;5500;148500;81000;67500;45,45;Tarjeta;Completada
1262;27-02-2024;19:20;Sucursal E;208;Lacteos;Mantequilla;1;3500;3500;1800;1700;48,57;Tarjeta;Completada
1263;22-03-2024;10:16;Sucursal E;205;Panaderia;Croissant Chocolate;32;1800;57600;22400;35200;61,11;Efectivo;Completada
1264;28-05-2024;20:03;Sucursal E;204;Lacteos;Yogurt Natural;26;3000;78000;39000;39000;50;Transferencia;Completada
1265;22-03-2024;19:51;Sucursal C;208;Lacteos;Mantequilla;41;3500;143500;73800;69700;48,57;Transferencia;Completada
1266;11-02-2024;14:08;Sucursal A;201;Lacteos;Leche Entera;17;1500;25500;13600;11900;46,67;Transferencia;Completada
1267;17-02-2024;11:27;Sucursal B;201;Lacteos;Leche Entera;40;1500;60000;32000;28000;46,67;Tarjeta;Completada
1268;25-06-2024;14:44;Sucursal D;201;Lacteos;Leche Entera;23;1500;34500;18400;16100;46,67;Efectivo;Completada
1269;27-03-2024;15:22;Sucursal E;205;Panaderia;Croissant Chocolate;8;1800;14400;5600;8800;61,11;Tarjeta;Completada
1270;31-05-2024;10:20;Sucursal A;203;Bebidas;Jugo Naranja;5;2000;10000;4500;5500;55;Efectivo;Completada
1271;18-05-2024;9:27;Sucursal C;204;Lacteos;Yogurt Natural;7;3000;21000;10500;10500;50;Efectivo;Completada
1272;05-01-2024;21:31;Sucursal B;206;Lacteos;Queso Fresco;38;4500;171000;95000;76000;44,44;Tarjeta;Completada
1273;15-05-2024;8:14;Sucursal A;208;Lacteos;Mantequilla;9;3500;31500;16200;15300;48,57;Efectivo;Completada
1274;05-05-2024;15:57;Sucursal A;204;Lacteos;Yogurt Natural;41;3000;123000;61500;61500;50;Tarjeta;Completada
1275;10-01-2024;17:39;Sucursal D;205;Panaderia;Croissant Chocolate;12;1800;21600;8400;13200;61,11;Efectivo;Completada
1276;08-06-2024;21:16;Sucursal C;202;Panaderia;Pan Integral;10;2500;25000;12000;13000;52;Transferencia;Completada
1277;01-06-2024;18:57;Sucursal C;208;Lacteos;Mantequilla;14;3500;49000;25200;23800;48,57;Tarjeta;Completada
1278;06-06-2024;9:45;Sucursal E;204;Lacteos;Yogurt Natural;44;3000;132000;66000;66000;50;Efectivo;Cancelada
1279;01-05-2024;15:46;Sucursal A;207;Bebidas;Cafe Molido;12;5500;66000;36000;30000;45,45;Efectivo;Completada
1280;28-05-2024;17:21;Sucursal D;208;Lacteos;Mantequilla;32;3500;112000;57600;54400;48,57;Tarjeta;Completada
1281;01-04-2024;11:14;Sucursal B;202;Panaderia;Pan Integral;29;2500;72500;34800;37700;52;Efectivo;Cancelada
1282;30-05-2024;12:42;Sucursal D;208;Lacteos;Mantequilla;13;3500;45500;23400;22100;48,57;Tarjeta;Completada
1283;03-01-2024;19:29;Sucursal C;206;Lacteos;Queso Fresco;23;4500;103500;57500;46000;44,44;Transferencia;Completada
1284;07-05-2024;14:00;Sucursal B;205;Panaderia;Croissant Chocolate;16;1800;28800;11200;17600;61,11;Tarjeta;Completada
1285;11-05-2024;16:33;Sucursal C;208;Lacteos;Mantequilla;32;3500;112000;57600;54400;48,57;Efectivo;Completada
1286;07-05-2024;8:40;Sucursal C;207;Bebidas;Cafe Molido;27;5500;148500;81000;67500;45,45;Efectivo;Completada
1287;12-06-2024;16:53;Sucursal B;206;Lacteos;Queso Fresco;26;4500;117000;65000;52000;44,44;Tarjeta;Completada
1288;30-04-2024;17:15;Sucursal E;202;Panaderia;Pan Integral;20;2500;50000;24000;26000;52;Efectivo;Completada
1289;25-02-2024;21:03;Sucursal E;203;Bebidas;Jugo Naranja;4;2000;8000;3600;4400;55;Tarjeta;Completada
1290;02-06-2024;13:20;Sucursal E;205;Panaderia;Croissant Chocolate;40;1800;72000;28000;44000;61,11;Efectivo;Completada
1291;26-02-2024;10:28;Sucursal A;204;Lacteos;Yogurt Natural;7;3000;21000;10500;10500;50;Tarjeta;Completada
1292;20-03-2024;14:23;Sucursal D;210;Panaderia;Donas Variadas;4;1200;4800;2000;2800;58,33;Tarjeta;Completada
1293;07-06-2024;9:21;Sucursal A;203;Bebidas;Jugo Naranja;46;2000;92000;41400;50600;55;Tarjeta;Completada
1294;27-02-2024;10:18;Sucursal E;206;Lacteos;Queso Fresco;31;4500;139500;77500;62000;44,44;Tarjeta;Completada
1295;22-04-2024;21:51;Sucursal A;207;Bebidas;Cafe Molido;18;5500;99000;54000;45000;45,45;Efectivo;Completada
1296;16-02-2024;7:16;Sucursal D;209;Bebidas;Te Premium;45;4000;180000;90000;90000;50;Tarjeta;Completada
1297;16-02-2024;13:08;Sucursal D;206;Lacteos;Queso Fresco;11;4500;49500;27500;22000;44,44;Transferencia;Completada
1298;01-03-2024;19:42;Sucursal B;210;Panaderia;Donas Variadas;3;1200;3600;1500;2100;58,33;Efectivo;Completada
1299;21-03-2024;16:34;Sucursal E;203;Bebidas;Jugo Naranja;19;2000;38000;17100;20900;55;Tarjeta;Completada
1300;02-04-2024;11:09;Sucursal D;205;Panaderia;Croissant Chocolate;49;1800;88200;34300;53900;61,11;Transferencia;Completada
1301;30-03-2024;7:23;Sucursal B;204;Lacteos;Yogurt Natural;35;3000;105000;52500;52500;50;Tarjeta;Completada
1302;22-06-2024;15:35;Sucursal D;209;Bebidas;Te Premium;24;4000;96000;48000;48000;50;Efectivo;Completada
1303;15-04-2024;9:54;Sucursal D;206;Lacteos;Queso Fresco;7;4500;31500;17500;14000;44,44;Transferencia;Completada
1304;20-03-2024;19:05;Sucursal B;206;Lacteos;Queso Fresco;25;4500;112500;62500;50000;44,44;Efectivo;Completada
1305;16-04-2024;15:20;Sucursal B;204;Lacteos;Yogurt Natural;43;3000;129000;64500;64500;50;Tarjeta;Completada
1306;07-01-2024;14:10;Sucursal B;206;Lacteos;Queso Fresco;32;4500;144000;80000;64000;44,44;Transferencia;Completada
1307;28-05-2024;14:13;Sucursal B;210;Panaderia;Donas Variadas;44;1200;52800;22000;30800;58,33;Tarjeta;Cancelada
1308;22-03-2024;16:36;Sucursal C;205;Panaderia;Croissant Chocolate;23;1800;41400;16100;25300;61,11;Tarjeta;Completada
1309;29-03-2024;7:49;Sucursal D;205;Panaderia;Croissant Chocolate;41;1800;73800;28700;45100;61,11;Tarjeta;Completada
1310;11-03-2024;14:33;Sucursal A;206;Lacteos;Queso Fresco;17;4500;76500;42500;34000;44,44;Tarjeta;Completada
1311;15-06-2024;8:05;Sucursal A;206;Lacteos;Queso Fresco;17;4500;76500;42500;34000;44,44;Efectivo;Completada
1312;14-03-2024;12:47;Sucursal E;205;Panaderia;Croissant Chocolate;2;1800;3600;1400;2200;61,11;Efectivo;Completada
1313;23-05-2024;12:11;Sucursal E;203;Bebidas;Jugo Naranja;39;2000;78000;35100;42900;55;Efectivo;Completada
1314;28-02-2024;13:20;Sucursal C;210;Panaderia;Donas Variadas;49;1200;58800;24500;34300;58,33;Efectivo;Completada
1315;19-04-2024;12:51;Sucursal E;204;Lacteos;Yogurt Natural;15;3000;45000;22500;22500;50;Transferencia;Completada
1316;16-06-2024;7:01;Sucursal D;210;Panaderia;Donas Variadas;26;1200;31200;13000;18200;58,33;Efectivo;Completada
1317;13-02-2024;12:38;Sucursal B;201;Lacteos;Leche Entera;35;1500;52500;28000;24500;46,67;Tarjeta;Completada
1318;26-06-2024;14:11;Sucursal E;203;Bebidas;Jugo Naranja;11;2000;22000;9900;12100;55;Tarjeta;Completada
1319;10-02-2024;14:54;Sucursal E;204;Lacteos;Yogurt Natural;21;3000;63000;31500;31500;50;Tarjeta;Completada
1320;13-04-2024;12:11;Sucursal B;202;Panaderia;Pan Integral;20;2500;50000;24000;26000;52;Efectivo;Completada
1321;18-04-2024;14:37;Sucursal C;203;Bebidas;Jugo Naranja;43;2000;86000;38700;47300;55;Efectivo;Completada
1322;08-01-2024;17:36;Sucursal D;205;Panaderia;Croissant Chocolate;48;1800;86400;33600;52800;61,11;Tarjeta;Completada
1323;19-01-2024;20:54;Sucursal D;209;Bebidas;Te Premium;11;4000;44000;22000;22000;50;Transferencia;Completada
1324;28-04-2024;19:33;Sucursal E;205;Panaderia;Croissant Chocolate;30;1800;54000;21000;33000;61,11;Efectivo;Completada
1325;28-02-2024;15:02;Sucursal C;207;Bebidas;Cafe Molido;5;5500;27500;15000;12500;45,45;Tarjeta;Completada
1326;10-06-2024;19:27;Sucursal E;210;Panaderia;Donas Variadas;35;1200;42000;17500;24500;58,33;Transferencia;Completada
1327;26-06-2024;15:10;Sucursal C;206;Lacteos;Queso Fresco;44;4500;198000;110000;88000;44,44;Transferencia;Completada
1328;10-05-2024;14:25;Sucursal E;210;Panaderia;Donas Variadas;28;1200;33600;14000;19600;58,33;Efectivo;Completada
1329;28-06-2024;8:57;Sucursal A;202;Panaderia;Pan Integral;47;2500;117500;56400;61100;52;Tarjeta;Completada
1330;07-05-2024;18:10;Sucursal A;206;Lacteos;Queso Fresco;5;4500;22500;12500;10000;44,44;Tarjeta;Completada
1331;02-02-2024;8:01;Sucursal E;204;Lacteos;Yogurt Natural;16;3000;48000;24000;24000;50;Efectivo;Completada
1332;16-02-2024;18:00;Sucursal A;207;Bebidas;Cafe Molido;20;5500;110000;60000;50000;45,45;Tarjeta;Completada
1333;07-03-2024;21:37;Sucursal B;204;Lacteos;Yogurt Natural;25;3000;75000;37500;37500;50;Efectivo;Completada
1334;26-02-2024;10:13;Sucursal E;205;Panaderia;Croissant Chocolate;46;1800;82800;32200;50600;61,11;Transferencia;Completada
1335;16-05-2024;21:17;Sucursal D;203;Bebidas;Jugo Naranja;13;2000;26000;11700;14300;55;Tarjeta;Completada
1336;30-05-2024;20:34;Sucursal D;202;Panaderia;Pan Integral;8;2500;20000;9600;10400;52;Tarjeta;Completada
1337;24-03-2024;14:13;Sucursal A;201;Lacteos;Leche Entera;40;1500;60000;32000;28000;46,67;Transferencia;Completada
1338;24-06-2024;9:02;Sucursal C;209;Bebidas;Te Premium;46;4000;184000;92000;92000;50;Tarjeta;Completada
1339;21-06-2024;21:51;Sucursal A;207;Bebidas;Cafe Molido;19;5500;104500;57000;47500;45,45;Efectivo;Completada
1340;01-03-2024;15:32;Sucursal A;204;Lacteos;Yogurt Natural;30;3000;90000;45000;45000;50;Tarjeta;Completada
1341;22-02-2024;20:40;Sucursal A;203;Bebidas;Jugo Naranja;14;2000;28000;12600;15400;55;Efectivo;Completada
1342;08-01-2024;12:40;Sucursal A;202;Panaderia;Pan Integral;46;2500;115000;55200;59800;52;Transferencia;Completada
1343;16-01-2024;17:45;Sucursal D;201;Lacteos;Leche Entera;35;1500;52500;28000;24500;46,67;Transferencia;Completada
1344;09-03-2024;18:32;Sucursal E;204;Lacteos;Yogurt Natural;3;3000;9000;4500;4500;50;Tarjeta;Completada
1345;16-05-2024;8:23;Sucursal C;204;Lacteos;Yogurt Natural;17;3000;51000;25500;25500;50;Transferencia;Completada
1346;27-03-2024;20:46;Sucursal D;208;Lacteos;Mantequilla;12;3500;42000;21600;20400;48,57;Efectivo;Completada
1347;21-02-2024;10:56;Sucursal E;206;Lacteos;Queso Fresco;38;4500;171000;95000;76000;44,44;Tarjeta;Completada
1348;01-04-2024;9:21;Sucursal D;204;Lacteos;Yogurt Natural;45;3000;135000;67500;67500;50;Efectivo;Completada
1349;31-03-2024;14:22;Sucursal A;207;Bebidas;Cafe Molido;1;5500;5500;3000;2500;45,45;Tarjeta;Completada
1350;24-05-2024;14:18;Sucursal B;206;Lacteos;Queso Fresco;27;4500;121500;67500;54000;44,44;Efectivo;Cancelada
1351;02-04-2024;20:34;Sucursal C;201;Lacteos;Leche Entera;40;1500;60000;32000;28000;46,67;Tarjeta;Completada
1352;25-06-2024;7:07;Sucursal A;206;Lacteos;Queso Fresco;46;4500;207000;115000;92000;44,44;Efectivo;Completada
1353;30-03-2024;20:41;Sucursal E;207;Bebidas;Cafe Molido;49;5500;269500;147000;122500;45,45;Efectivo;Completada
1354;09-01-2024;15:16;Sucursal E;208;Lacteos;Mantequilla;49;3500;171500;88200;83300;48,57;Efectivo;Completada
1355;15-06-2024;19:10;Sucursal A;207;Bebidas;Cafe Molido;39;5500;214500;117000;97500;45,45;Efectivo;Completada
1356;06-05-2024;18:07;Sucursal D;201;Lacteos;Leche Entera;19;1500;28500;15200;13300;46,67;Transferencia;Completada
1357;12-01-2024;13:27;Sucursal E;201;Lacteos;Leche Entera;26;1500;39000;20800;18200;46,67;Tarjeta;Completada
1358;31-03-2024;13:48;Sucursal E;207;Bebidas;Cafe Molido;47;5500;258500;141000;117500;45,45;Tarjeta;Completada
1359;08-03-2024;11:18;Sucursal D;201;Lacteos;Leche Entera;18;1500;27000;14400;12600;46,67;Tarjeta;Completada
1360;22-04-2024;15:38;Sucursal D;201;Lacteos;Leche Entera;15;1500;22500;12000;10500;46,67;Tarjeta;Completada
1361;20-02-2024;15:38;Sucursal B;210;Panaderia;Donas Variadas;9;1200;10800;4500;6300;58,33;Transferencia;Completada
1362;03-06-2024;12:02;Sucursal B;205;Panaderia;Croissant Chocolate;29;1800;52200;20300;31900;61,11;Tarjeta;Completada
1363;21-03-2024;17:00;Sucursal D;209;Bebidas;Te Premium;35;4000;140000;70000;70000;50;Efectivo;Completada
1364;10-04-2024;15:22;Sucursal A;205;Panaderia;Croissant Chocolate;31;1800;55800;21700;34100;61,11;Tarjeta;Completada
1365;21-01-2024;10:34;Sucursal C;206;Lacteos;Queso Fresco;18;4500;81000;45000;36000;44,44;Efectivo;Completada
1366;01-05-2024;18:43;Sucursal C;202;Panaderia;Pan Integral;3;2500;7500;3600;3900;52;Transferencia;Completada
1367;13-04-2024;18:32;Sucursal C;210;Panaderia;Donas Variadas;36;1200;43200;18000;25200;58,33;Tarjeta;Completada
1368;04-06-2024;14:00;Sucursal D;205;Panaderia;Croissant Chocolate;37;1800;66600;25900;40700;61,11;Efectivo;Completada
1369;05-06-2024;18:34;Sucursal D;210;Panaderia;Donas Variadas;18;1200;21600;9000;12600;58,33;Efectivo;Completada
1370;05-05-2024;11:07;Sucursal A;201;Lacteos;Leche Entera;38;1500;57000;30400;26600;46,67;Efectivo;Completada
1371;05-03-2024;8:04;Sucursal A;204;Lacteos;Yogurt Natural;45;3000;135000;67500;67500;50;Efectivo;Cancelada
1372;07-03-2024;20:53;Sucursal B;204;Lacteos;Yogurt Natural;27;3000;81000;40500;40500;50;Transferencia;Completada
1373;20-02-2024;11:29;Sucursal C;202;Panaderia;Pan Integral;15;2500;37500;18000;19500;52;Efectivo;Completada
1374;06-02-2024;9:22;Sucursal D;210;Panaderia;Donas Variadas;37;1200;44400;18500;25900;58,33;Tarjeta;Cancelada
1375;22-04-2024;12:03;Sucursal A;204;Lacteos;Yogurt Natural;45;3000;135000;67500;67500;50;Transferencia;Completada
1376;20-05-2024;11:58;Sucursal E;202;Panaderia;Pan Integral;22;2500;55000;26400;28600;52;Tarjeta;Completada
1377;07-04-2024;11:45;Sucursal B;203;Bebidas;Jugo Naranja;49;2000;98000;44100;53900;55;Tarjeta;Completada
1378;18-05-2024;18:23;Sucursal D;207;Bebidas;Cafe Molido;1;5500;5500;3000;2500;45,45;Transferencia;Completada
1379;07-04-2024;9:59;Sucursal C;204;Lacteos;Yogurt Natural;17;3000;51000;25500;25500;50;Efectivo;Completada
1380;31-05-2024;13:20;Sucursal C;210;Panaderia;Donas Variadas;37;1200;44400;18500;25900;58,33;Efectivo;Completada
1381;10-04-2024;11:33;Sucursal C;204;Lacteos;Yogurt Natural;27;3000;81000;40500;40500;50;Tarjeta;Completada
1382;19-05-2024;13:27;Sucursal E;206;Lacteos;Queso Fresco;11;4500;49500;27500;22000;44,44;Efectivo;Completada
1383;17-06-2024;7:50;Sucursal D;210;Panaderia;Donas Variadas;6;1200;7200;3000;4200;58,33;Tarjeta;Cancelada
1384;21-02-2024;12:10;Sucursal B;206;Lacteos;Queso Fresco;36;4500;162000;90000;72000;44,44;Efectivo;Completada
1385;22-05-2024;9:52;Sucursal C;209;Bebidas;Te Premium;17;4000;68000;34000;34000;50;Transferencia;Completada
1386;27-06-2024;21:08;Sucursal E;204;Lacteos;Yogurt Natural;35;3000;105000;52500;52500;50;Efectivo;Completada
1387;21-03-2024;14:18;Sucursal A;201;Lacteos;Leche Entera;32;1500;48000;25600;22400;46,67;Efectivo;Completada
1388;09-03-2024;12:28;Sucursal B;207;Bebidas;Cafe Molido;32;5500;176000;96000;80000;45,45;Efectivo;Completada
1389;17-05-2024;18:01;Sucursal E;210;Panaderia;Donas Variadas;16;1200;19200;8000;11200;58,33;Efectivo;Completada
1390;30-01-2024;8:07;Sucursal C;209;Bebidas;Te Premium;19;4000;76000;38000;38000;50;Transferencia;Completada
1391;30-01-2024;10:24;Sucursal C;207;Bebidas;Cafe Molido;1;5500;5500;3000;2500;45,45;Tarjeta;Completada
1392;20-05-2024;21:00;Sucursal E;208;Lacteos;Mantequilla;9;3500;31500;16200;15300;48,57;Tarjeta;Completada
1393;13-04-2024;20:13;Sucursal A;207;Bebidas;Cafe Molido;34;5500;187000;102000;85000;45,45;Tarjeta;Completada
1394;11-04-2024;18:12;Sucursal C;203;Bebidas;Jugo Naranja;14;2000;28000;12600;15400;55;Transferencia;Completada
1395;01-03-2024;8:39;Sucursal C;203;Bebidas;Jugo Naranja;38;2000;76000;34200;41800;55;Efectivo;Completada
1396;03-05-2024;8:25;Sucursal D;206;Lacteos;Queso Fresco;2;4500;9000;5000;4000;44,44;Tarjeta;Completada
1397;03-02-2024;13:13;Sucursal C;207;Bebidas;Cafe Molido;8;5500;44000;24000;20000;45,45;Efectivo;Completada
1398;27-04-2024;7:16;Sucursal E;207;Bebidas;Cafe Molido;39;5500;214500;117000;97500;45,45;Tarjeta;Cancelada
1399;21-01-2024;15:24;Sucursal E;203;Bebidas;Jugo Naranja;19;2000;38000;17100;20900;55;Efectivo;Completada
1400;23-01-2024;14:53;Sucursal B;210;Panaderia;Donas Variadas;36;1200;43200;18000;25200;58,33;Efectivo;Completada
1401;14-01-2024;10:52;Sucursal D;202;Panaderia;Pan Integral;46;2500;115000;55200;59800;52;Tarjeta;Completada
1402;04-01-2024;13:30;Sucursal B;207;Bebidas;Cafe Molido;12;5500;66000;36000;30000;45,45;Efectivo;Completada
1403;07-04-2024;21:56;Sucursal D;209;Bebidas;Te Premium;49;4000;196000;98000;98000;50;Efectivo;Completada
1404;02-06-2024;14:49;Sucursal A;202;Panaderia;Pan Integral;23;2500;57500;27600;29900;52;Tarjeta;Completada
1405;20-06-2024;17:56;Sucursal E;209;Bebidas;Te Premium;28;4000;112000;56000;56000;50;Efectivo;Completada
1406;03-06-2024;10:17;Sucursal D;202;Panaderia;Pan Integral;4;2500;10000;4800;5200;52;Transferencia;Completada
1407;25-06-2024;7:57;Sucursal D;206;Lacteos;Queso Fresco;37;4500;166500;92500;74000;44,44;Efectivo;Completada
1408;29-02-2024;13:20;Sucursal B;209;Bebidas;Te Premium;47;4000;188000;94000;94000;50;Tarjeta;Completada
1409;09-06-2024;7:03;Sucursal D;208;Lacteos;Mantequilla;11;3500;38500;19800;18700;48,57;Tarjeta;Completada
1410;21-01-2024;18:36;Sucursal C;204;Lacteos;Yogurt Natural;19;3000;57000;28500;28500;50;Efectivo;Completada
1411;17-02-2024;9:46;Sucursal D;207;Bebidas;Cafe Molido;41;5500;225500;123000;102500;45,45;Efectivo;Completada
1412;14-04-2024;8:36;Sucursal A;207;Bebidas;Cafe Molido;13;5500;71500;39000;32500;45,45;Tarjeta;Completada
1413;16-01-2024;17:53;Sucursal A;209;Bebidas;Te Premium;38;4000;152000;76000;76000;50;Transferencia;Completada
1414;18-04-2024;8:08;Sucursal E;207;Bebidas;Cafe Molido;45;5500;247500;135000;112500;45,45;Efectivo;Completada
1415;18-01-2024;18:43;Sucursal D;203;Bebidas;Jugo Naranja;6;2000;12000;5400;6600;55;Efectivo;Completada
1416;05-03-2024;9:12;Sucursal E;204;Lacteos;Yogurt Natural;43;3000;129000;64500;64500;50;Efectivo;Completada
1417;17-05-2024;11:09;Sucursal D;205;Panaderia;Croissant Chocolate;47;1800;84600;32900;51700;61,11;Efectivo;Completada
1418;24-01-2024;20:09;Sucursal A;202;Panaderia;Pan Integral;36;2500;90000;43200;46800;52;Efectivo;Completada
1419;11-04-2024;19:42;Sucursal D;201;Lacteos;Leche Entera;24;1500;36000;19200;16800;46,67;Transferencia;Completada
1420;30-03-2024;13:27;Sucursal A;206;Lacteos;Queso Fresco;20;4500;90000;50000;40000;44,44;Efectivo;Completada
1421;01-04-2024;12:52;Sucursal D;210;Panaderia;Donas Variadas;27;1200;32400;13500;18900;58,33;Efectivo;Completada
1422;10-06-2024;7:54;Sucursal E;205;Panaderia;Croissant Chocolate;25;1800;45000;17500;27500;61,11;Tarjeta;Completada
1423;05-05-2024;13:35;Sucursal D;205;Panaderia;Croissant Chocolate;13;1800;23400;9100;14300;61,11;Tarjeta;Completada
1424;15-03-2024;15:55;Sucursal A;208;Lacteos;Mantequilla;23;3500;80500;41400;39100;48,57;Tarjeta;Completada
1425;11-05-2024;15:28;Sucursal C;208;Lacteos;Mantequilla;29;3500;101500;52200;49300;48,57;Efectivo;Completada
1426;19-03-2024;10:25;Sucursal D;207;Bebidas;Cafe Molido;26;5500;143000;78000;65000;45,45;Transferencia;Completada
1427;25-02-2024;21:31;Sucursal B;204;Lacteos;Yogurt Natural;11;3000;33000;16500;16500;50;Efectivo;Completada
1428;28-02-2024;16:56;Sucursal D;210;Panaderia;Donas Variadas;7;1200;8400;3500;4900;58,33;Tarjeta;Completada
1429;14-02-2024;11:07;Sucursal C;203;Bebidas;Jugo Naranja;13;2000;26000;11700;14300;55;Tarjeta;Completada
